Modified;File Name;File Format;Vendor ID;Family Name (NID16);Subfamily Name (NID17);Version;Copyright;Trademark;Manufacturer;URL Vendor;License Description;URL License;Religious Symbols;WOFF metadata;Critical Errors;Uncritical Errors
;rochester/Rochester-Regular.ttf;ttf;DINR;None;None;Version 1.006;Copyright (c) 2010 by Font Diner, Inc DBA Sideshow. All rights reserved. Available under the Apache 2.0 licence. http://www.apache.org/licenses/LICENSE-2.0.html;Rochester is a trademark of Font Diner, Inc DBA Sideshow;Font Diner, Inc DBA Sideshow;http://www.fontbros.com/sideshow.php;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;None;4
;aclonica/Aclonica-Regular.ttf;ttf;AOEF;None;None;Version 1.001;Copyright (c) 2010 by Brian J. Bonislawsky DBA Astigmatic (AOETI). All rights reserved. Available under the Apache 2.0 licence. http://www.apache.org/licenses/LICENSE-2.0.html;Aclonica is a trademark of Astigmatic (AOETI).;Astigmatic (AOETI);http://www.astigmatic.com/;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;None;2
;rancho/Rancho-Regular.ttf;ttf;DINR;None;None;Version 1.001;Copyright (c) 2011 by Font Diner, Inc. All rights reserved.;Rancho is a trademark of Font Diner, Inc.;Font Diner, Inc;http://www.fontdiner.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;None;6
x;roboto/Roboto[wdth,wght].ttf;ttf;GOOG;None;None;Version 3.004, 2020;Copyright 2011 Google Inc. All Rights Reserved.;Roboto is a trademark of Google.;Google;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSniffer;4
x;roboto/Roboto-Italic[wdth,wght].ttf;ttf;GOOG;None;None;Version 3.004, 2020;Copyright 2011 Google Inc. All Rights Reserved.;Roboto is a trademark of Google.;Google;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSniffer;1
x;roboto/static/RobotoCondensed-Medium.ttf;ttf;GOOG;Roboto Condensed;Medium;Version 3.004, 2020;Copyright 2011 Google Inc. All Rights Reserved.;Roboto is a trademark of Google.;Google;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSplitter;22
x;roboto/static/Roboto-Italic.ttf;ttf;GOOG;None;None;Version 3.004, 2020;Copyright 2011 Google Inc. All Rights Reserved.;Roboto is a trademark of Google.;Google;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSplitter;2
x;roboto/static/Roboto-BoldItalic.ttf;ttf;GOOG;None;None;Version 3.004, 2020;Copyright 2011 Google Inc. All Rights Reserved.;Roboto is a trademark of Google.;Google;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSplitter;22
x;roboto/static/RobotoCondensed-Bold.ttf;ttf;GOOG;None;None;Version 3.004, 2020;Copyright 2011 Google Inc. All Rights Reserved.;Roboto is a trademark of Google.;Google;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSplitter;33
x;roboto/static/Roboto-Regular.ttf;ttf;GOOG;None;None;Version 3.004, 2020;Copyright 2011 Google Inc. All Rights Reserved.;Roboto is a trademark of Google.;Google;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSplitter;4
x;roboto/static/Roboto-Medium.ttf;ttf;GOOG;Roboto;Medium;Version 3.004, 2020;Copyright 2011 Google Inc. All Rights Reserved.;Roboto is a trademark of Google.;Google;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSplitter;20
x;roboto/static/RobotoCondensed-Regular.ttf;ttf;GOOG;None;None;Version 3.004, 2020;Copyright 2011 Google Inc. All Rights Reserved.;Roboto is a trademark of Google.;Google;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSplitter;4
x;roboto/static/Roboto-Light.ttf;ttf;GOOG;Roboto;Light;Version 3.004, 2020;Copyright 2011 Google Inc. All Rights Reserved.;Roboto is a trademark of Google.;Google;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSplitter;25
x;roboto/static/Roboto-Black.ttf;ttf;GOOG;Roboto;Black;Version 3.004, 2020;Copyright 2011 Google Inc. All Rights Reserved.;Roboto is a trademark of Google.;Google;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSplitter;3
x;roboto/static/RobotoCondensed-Italic.ttf;ttf;GOOG;None;None;Version 3.004, 2020;Copyright 2011 Google Inc. All Rights Reserved.;Roboto is a trademark of Google.;Google;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSplitter;2
x;roboto/static/RobotoCondensed-BoldItalic.ttf;ttf;GOOG;None;None;Version 3.004, 2020;Copyright 2011 Google Inc. All Rights Reserved.;Roboto is a trademark of Google.;Google;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSplitter;22
x;roboto/static/Roboto-ThinItalic.ttf;ttf;GOOG;Roboto;Thin Italic;Version 3.004, 2020;Copyright 2011 Google Inc. All Rights Reserved.;Roboto is a trademark of Google.;Google;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSplitter;3
x;roboto/static/Roboto-MediumItalic.ttf;ttf;GOOG;Roboto;Medium Italic;Version 3.004, 2020;Copyright 2011 Google Inc. All Rights Reserved.;Roboto is a trademark of Google.;Google;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSplitter;14
x;roboto/static/RobotoCondensed-Light.ttf;ttf;GOOG;Roboto Condensed;Light;Version 3.004, 2020;Copyright 2011 Google Inc. All Rights Reserved.;Roboto is a trademark of Google.;Google;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSplitter;19
x;roboto/static/Roboto-Thin.ttf;ttf;GOOG;Roboto;Thin;Version 3.004, 2020;Copyright 2011 Google Inc. All Rights Reserved.;Roboto is a trademark of Google.;Google;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSplitter;4
x;roboto/static/RobotoCondensed-LightItalic.ttf;ttf;GOOG;Roboto Condensed;Light Italic;Version 3.004, 2020;Copyright 2011 Google Inc. All Rights Reserved.;Roboto is a trademark of Google.;Google;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSplitter;13
x;roboto/static/Roboto-BlackItalic.ttf;ttf;GOOG;Roboto;Black Italic;Version 3.004, 2020;Copyright 2011 Google Inc. All Rights Reserved.;Roboto is a trademark of Google.;Google;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSplitter;2
x;roboto/static/Roboto-LightItalic.ttf;ttf;GOOG;Roboto;Light Italic;Version 3.004, 2020;Copyright 2011 Google Inc. All Rights Reserved.;Roboto is a trademark of Google.;Google;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSplitter;9
x;roboto/static/RobotoCondensed-MediumItalic.ttf;ttf;GOOG;Roboto Condensed;Medium Italic;Version 3.004, 2020;Copyright 2011 Google Inc. All Rights Reserved.;Roboto is a trademark of Google.;Google;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSplitter;19
x;roboto/static/Roboto-Bold.ttf;ttf;GOOG;None;None;Version 3.004, 2020;Copyright 2011 Google Inc. All Rights Reserved.;Roboto is a trademark of Google.;Google;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSplitter;33
;jsmathcmsy10/jsMath-cmsy10.ttf;ttf;PfEd;None;None;Version 001.001 ;Generated from MetaFont bitmap by mftrace 1.0.33, http://www.cs.uu.nl/~hanwen/mftrace/ ;None;None;None;None;None;None;None;None;179
;calligraffitti/Calligraffitti-Regular.ttf;ttf;BROS;None;None;Version 1.002;Copyright (c) 2010 by Open Window. All rights reserved.;Calligraffitti is a trademark of Open Window.;Open Window;http://www.fontbros.com/openwindow.php;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;None;3
;rocksalt/RockSalt-Regular.ttf;ttf;DINR;None;None;Version 1.001;Copyright (c) 2010 by Font Diner, Inc DBA Sideshow. All rights reserved.;Rock Salt is a trademark of Font Diner, Inc DBA Sideshow.;Font Diner, Inc DBA Sideshow;http://www.fontbros.com/sideshow.php;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;None;3
;satisfy/Satisfy-Regular.ttf;ttf;DINR;None;None;Version 1.001;Copyright (c) 2011 by Font Diner, Inc. All rights reserved.;Satisfy is a trademark of Font Diner, Inc.;Font Diner, Inc;http://www.fontdiner.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;None;9
;jsmathcmmi10/jsMath-cmmi10.ttf;ttf;PfEd;None;None;Version 001.001 ;Generated from MetaFont bitmap by mftrace 1.0.33, http://www.cs.uu.nl/~hanwen/mftrace/ ;None;None;None;None;None;None;None;None;150
;arimo/Arimo[wght].ttf;ttf;GOOG;None;None;Version 1.33;Copyright 2020 The Arimo Project Authors (https://github.com/googlefonts/arimo);Arimo is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;None;2
;arimo/Arimo-Italic[wght].ttf;ttf;GOOG;None;None;Version 1.33;Copyright 2020 The Arimo Project Authors (https://github.com/googlefonts/arimo);Arimo is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;None;3
;arimo/static/Arimo-Bold.ttf;ttf;GOOG;None;None;Version 1.33;Copyright 2020 The Arimo Project Authors (https://github.com/googlefonts/arimo);Arimo is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;None;1
;arimo/static/Arimo-BoldItalic.ttf;ttf;GOOG;None;None;Version 1.33;Copyright 2020 The Arimo Project Authors (https://github.com/googlefonts/arimo);Arimo is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;None;2
;arimo/static/Arimo-Italic.ttf;ttf;GOOG;None;None;Version 1.33;Copyright 2020 The Arimo Project Authors (https://github.com/googlefonts/arimo);Arimo is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;None;3
;arimo/static/Arimo-Regular.ttf;ttf;GOOG;None;None;Version 1.33;Copyright 2020 The Arimo Project Authors (https://github.com/googlefonts/arimo);Arimo is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;None;2
;schoolbell/Schoolbell-Regular.ttf;ttf;DINR;None;None;Version 1.001;Copyright (c) 2010 by Font Diner, Inc. All rights reserved.;Schoolbell is a trademark of Font Diner, Inc.;Font Diner, Inc;http://www.fontdiner.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;None;7
;craftygirls/CraftyGirls-Regular.ttf;ttf;DINR;None;None;Version 1.001;Copyright (c) 2010 by Font Diner, Inc DBA Tart Workshop. All rights reserved.;Crafty Girls is a trademark of Font Diner, Inc DBA Tart Workshop.;Font Diner, Inc DBA Tart Workshop;http://www.fontbros.com/tartworkshop.php;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;None;4
;ultra/Ultra-Regular.ttf;ttf;AOEF;None;None;Version 1.001;Copyright (c) 2010 by Brian J. Bonislawsky DBA Astigmatic (AOETI). All rights reserved. Available under the Apache 2.0 licence. http://www.apache.org/licenses/LICENSE-2.0.html;Ultra is a trademark of Astigmatic (AOETI).;Astigmatic (AOETI);http://www.astigmatic.com/;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;None;15
;jsmathcmex10/jsMath-cmex10.ttf;ttf;PfEd;None;None;Version 001.001 ;Generated from MetaFont bitmap by mftrace 1.0.33, http://www.cs.uu.nl/~hanwen/mftrace/ ;None;None;None;None;None;None;None;None;177
;robotoslab/RobotoSlab[wght].ttf;ttf;GOOG;None;None;Version 2.000, ttfautohint (v1.8.1.43-b0c9);Copyright 2018 The Roboto Slab Project Authors (https://github.com/googlefonts/robotoslab);Roboto Slab is a trademark of Google.;None;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;FontSniffer;7
;robotoslab/static/RobotoSlab-Regular.ttf;ttf;GOOG;None;None;Version 2.000, ttfautohint (v1.8.1.43-b0c9);Copyright 2018 The Roboto Slab Project Authors (https://github.com/googlefonts/robotoslab);Roboto Slab is a trademark of Google.;None;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;None;7
;robotoslab/static/RobotoSlab-Light.ttf;ttf;GOOG;Roboto Slab;Light;Version 2.000, ttfautohint (v1.8.1.43-b0c9);Copyright 2018 The Roboto Slab Project Authors (https://github.com/googlefonts/robotoslab);Roboto Slab is a trademark of Google.;None;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;None;65
;robotoslab/static/RobotoSlab-Bold.ttf;ttf;GOOG;None;None;Version 2.000, ttfautohint (v1.8.1.43-b0c9);Copyright 2018 The Roboto Slab Project Authors (https://github.com/googlefonts/robotoslab);Roboto Slab is a trademark of Google.;None;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;None;57
;robotoslab/static/RobotoSlab-Black.ttf;ttf;GOOG;Roboto Slab;Black;Version 2.000, ttfautohint (v1.8.1.43-b0c9);Copyright 2018 The Roboto Slab Project Authors (https://github.com/googlefonts/robotoslab);Roboto Slab is a trademark of Google.;None;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;None;8
;robotoslab/static/RobotoSlab-Thin.ttf;ttf;GOOG;Roboto Slab;Thin;Version 2.000, ttfautohint (v1.8.1.43-b0c9);Copyright 2018 The Roboto Slab Project Authors (https://github.com/googlefonts/robotoslab);Roboto Slab is a trademark of Google.;None;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;None;7
;robotoslab/static/RobotoSlab-Medium.ttf;ttf;GOOG;Roboto Slab;Medium;Version 2.000, ttfautohint (v1.8.1.43-b0c9);Copyright 2018 The Roboto Slab Project Authors (https://github.com/googlefonts/robotoslab);Roboto Slab is a trademark of Google.;None;Google.com;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;None;61
;kranky/Kranky-Regular.ttf;ttf;DINR;None;None;Version 1.001;Copyright (c) 2010 by Font Diner, Inc DBA Sideshow. All rights reserved.;Kranky is a trademark of Font Diner, Inc DBA Sideshow.;Font Diner, Inc DBA Sideshow;http://www.fontbros.com/sideshow.php;Licensed under the Apache License, Version 2.0;http://www.apache.org/licenses/LICENSE-2.0;None;None;None;46
